Team 1,Team 2,Winner,Margin,Ground,Match Date,match_id
Cayman Is,Bahamas,Cayman Is,42 runs,George Town,Apr 17 2022,T20I # 1512
Guernsey,Norway,Norway,37 runs,Almeria,Apr 29 2022,T20I # 1513
Spain,Norway,Spain,51 runs,Almeria,Apr 30 2022,T20I # 1514
Guernsey,Norway,Guernsey,8 wickets,Almeria,Apr 30 2022,T20I # 1515
Spain,Guernsey,Spain,8 wickets,Almeria,Apr 30 2022,T20I # 1516
Spain,Guernsey,Guernsey,8 wickets,Almeria,May 1 2022,T20I # 1517
Spain,Norway,Spain,41 runs,Almeria,May 1 2022,T20I # 1518
Denmark,Finland,Finland,3 wickets,Brondby,May 7 2022,T20I # 1519
Denmark,Finland,Denmark,137 runs,Brondby,May 7 2022,T20I # 1520
Denmark,Finland,Denmark,53 runs,Brondby,May 8 2022,T20I # 1521
Malta,Gibraltar,Malta,5 wickets,Marsa,May 10 2022,T20I # 1522
Malta,Hungary,Malta,45 runs,Marsa,May 10 2022,T20I # 1523
Gibraltar,Hungary,Hungary,4 wickets,Marsa,May 10 2022,T20I # 1524
Malta,Romania,Malta,5 wickets,Marsa,May 11 2022,T20I # 1525
Czech Rep.,Gibraltar,Czech Rep.,40 runs,Marsa,May 11 2022,T20I # 1526
Bulgaria,Hungary,Hungary,5 runs,Marsa,May 11 2022,T20I # 1527
Malta,Czech Rep.,Malta,2 runs,Marsa,May 12 2022,T20I # 1528
Bulgaria,Czech Rep.,Czech Rep.,88 runs,Marsa,May 12 2022,T20I # 1529
Hungary,Romania,Hungary,6 wickets,Marsa,May 12 2022,T20I # 1530
Bulgaria,Gibraltar,Gibraltar,21 runs,Marsa,May 13 2022,T20I # 1531
Czech Rep.,Romania,Romania,26 runs,Marsa,May 13 2022,T20I # 1532
Bulgaria,Romania,Romania,8 wickets,Marsa,May 13 2022,T20I # 1533
Czech Rep.,Hungary,Czech Rep.,7 wickets,Marsa,May 14 2022,T20I # 1534
Gibraltar,Romania,Romania,8 wickets,Marsa,May 14 2022,T20I # 1535
Malta,Bulgaria,Malta,6 wickets,Marsa,May 14 2022,T20I # 1536
Bulgaria,Gibraltar,Bulgaria,5 wickets,Marsa,May 15 2022,T20I # 1537
Czech Rep.,Hungary,Czech Rep.,70 runs,Marsa,May 15 2022,T20I # 1538
Malta,Romania,Romania,9 runs,Marsa,May 15 2022,T20I # 1539
Zimbabwe,Namibia,Zimbabwe,7 runs,Bulawayo,May 17 2022,T20I # 1540
Zimbabwe,Namibia,Namibia,8 wickets,Bulawayo,May 19 2022,T20I # 1541
Guernsey,Jersey,Jersey,37 runs,St Peter Port,May 20 2022,T20I # 1542
Guernsey,Jersey,Jersey,60 runs,Castel,May 21 2022,T20I # 1543
Zimbabwe,Namibia,Zimbabwe,8 wickets,Bulawayo,May 21 2022,T20I # 1544
Guernsey,Jersey,Jersey,37 runs,Castel,May 21 2022,T20I # 1545
Zimbabwe,Namibia,Namibia,6 wickets,Bulawayo,May 22 2022,T20I # 1546
Zimbabwe,Namibia,Namibia,32 runs,Bulawayo,May 24 2022,T20I # 1547
Austria,Hungary,Austria,105 runs,Lower Austria,Jun 4 2022,T20I # 1548
Austria,Hungary,no result,-,Lower Austria,Jun 4 2022,T20I # 1549
Austria,Hungary,Hungary,4 wickets,Lower Austria,Jun 5 2022,T20I # 1550
Sri Lanka,Australia,Australia,10 wickets,Colombo (RPS),Jun 7 2022,T20I # 1551
Sri Lanka,Australia,Australia,3 wickets,Colombo (RPS),Jun 8 2022,T20I # 1552
Germany,Austria,Germany,54 runs,Krefeld,Jun 9 2022,T20I # 1553
India,South Africa,South Africa,7 wickets,Delhi,Jun 9 2022,T20I # 1554
Germany,Sweden,Germany,4 wickets,Krefeld,Jun 9 2022,T20I # 1555
Germany,Austria,Austria,38 runs,Krefeld,Jun 10 2022,T20I # 1556
Austria,Sweden,Austria,3 runs,Krefeld,Jun 10 2022,T20I # 1557
Belgium,Malta,Belgium,111 runs,Gent,Jun 11 2022,T20I # 1558
Luxembourg,Switzerland,Luxembourg,18 runs,Walferdange,Jun 11 2022,T20I # 1559
Austria,Sweden,Austria,1 runs,Krefeld,Jun 11 2022,T20I # 1560
Zimbabwe,Afghanistan,Afghanistan,6 wickets,Harare,Jun 11 2022,T20I # 1561
Belgium,Malta,Belgium,84 runs,Gent,Jun 11 2022,T20I # 1562
Luxembourg,Switzerland,Switzerland,78 runs,Walferdange,Jun 11 2022,T20I # 1563
Sri Lanka,Australia,Sri Lanka,4 wickets,Pallekele,Jun 11 2022,T20I # 1564
Germany,Sweden,Germany,29 runs,Krefeld,Jun 11 2022,T20I # 1565
Belgium,Malta,Belgium,122 runs,Waterloo,Jun 12 2022,T20I # 1566
Germany,Austria,Germany,3 wickets,Krefeld,Jun 12 2022,T20I # 1567
Zimbabwe,Afghanistan,Afghanistan,21 runs,Harare,Jun 12 2022,T20I # 1568
India,South Africa,South Africa,4 wickets,Cuttack,Jun 12 2022,T20I # 1569
Zimbabwe,Afghanistan,Afghanistan,35 runs,Harare,Jun 14 2022,T20I # 1570
India,South Africa,India,48 runs,Visakhapatnam,Jun 14 2022,T20I # 1571
India,South Africa,India,82 runs,Rajkot,Jun 17 2022,T20I # 1572
Finland,Estonia,Finland,23 runs,Kerava,Jun 19 2022,T20I # 1573
Finland,Estonia,Finland,11 runs,Kerava,Jun 19 2022,T20I # 1574
India,South Africa,no result,-,Bengaluru,Jun 19 2022,T20I # 1575
Bulgaria,Serbia,Bulgaria,6 wickets,Sofia,Jun 24 2022,T20I # 1576
Bulgaria,Serbia,Bulgaria,5 wickets,Sofia,Jun 25 2022,T20I # 1577
Bulgaria,Serbia,Bulgaria,40 runs,Sofia,Jun 25 2022,T20I # 1578
Bulgaria,Serbia,Bulgaria,6 wickets,Sofia,Jun 26 2022,T20I # 1579
Ireland,India,India,7 wickets,Dublin (Malahide),Jun 26 2022,T20I # 1580
Belgium,Gibraltar,Belgium,7 wickets,Gent,Jun 28 2022,T20I # 1581
Malta,Spain,Spain,6 wickets,Waterloo,Jun 28 2022,T20I # 1582
Singapore,Malaysia,Singapore,4 wickets,Singapore,Jun 28 2022,T20I # 1583
Denmark,Hungary,Denmark,88 runs,Gent,Jun 28 2022,T20I # 1584
Israel,Portugal,Portugal,47 runs,Waterloo,Jun 28 2022,T20I # 1585
Ireland,India,India,4 runs,Dublin (Malahide),Jun 28 2022,T20I # 1586
Denmark,Gibraltar,Denmark,132 runs,Waterloo,Jun 29 2022,T20I # 1587
Malta,Portugal,Portugal,11 runs,Gent,Jun 29 2022,T20I # 1588
Singapore,Malaysia,Malaysia,23 runs,Singapore,Jun 29 2022,T20I # 1589
Belgium,Hungary,Belgium,2 wickets,Waterloo,Jun 29 2022,T20I # 1590
Israel,Spain,Spain,7 wickets,Gent,Jun 29 2022,T20I # 1591
Singapore,Malaysia,Malaysia,5 wickets,Singapore,Jun 30 2022,T20I # 1592
Gibraltar,Hungary,Gibraltar,4 wickets,Waterloo,Jul 1 2022,T20I # 1593
Portugal,Spain,Spain,8 wickets,Gent,Jul 1 2022,T20I # 1594
Belgium,Denmark,Belgium,12 runs,Waterloo,Jul 1 2022,T20I # 1595
Israel,Malta,Malta,16 runs,Gent,Jul 1 2022,T20I # 1596
Malaysia,Bhutan,Malaysia,155 runs,Bangi,Jul 2 2022,T20I # 1597
Belgium,Portugal,Portugal,8 wickets,Waterloo,Jul 2 2022,T20I # 1598
Singapore,P.N.G.,Singapore,18 runs,Singapore,Jul 2 2022,T20I # 1599
Denmark,Spain,Denmark,41 runs,Waterloo,Jul 2 2022,T20I # 1600
West Indies,Bangladesh,no result,-,Roseau,Jul 2 2022,T20I # 1601
Maldives,Thailand,Maldives,7 wickets,Bangi,Jul 3 2022,T20I # 1602
Malaysia,Bhutan,Malaysia,39 runs,Bangi,Jul 3 2022,T20I # 1603
Hungary,Israel,Israel,12 runs,Waterloo,Jul 3 2022,T20I # 1604
Singapore,P.N.G.,P.N.G.,3 wickets,Singapore,Jul 3 2022,T20I # 1605
Gibraltar,Malta,Malta,7 wickets,Waterloo,Jul 3 2022,T20I # 1606
West Indies,Bangladesh,West Indies,35 runs,Roseau,Jul 3 2022,T20I # 1607
Malaysia,Thailand,Malaysia,9 wickets,Bangi,Jul 4 2022,T20I # 1608
Bhutan,Maldives,Bhutan,6 runs,Bangi,Jul 4 2022,T20I # 1609
Belgium,Spain,Belgium,5 wickets,Waterloo,Jul 4 2022,T20I # 1610
Denmark,Portugal,Denmark,9 wickets,Waterloo,Jul 4 2022,T20I # 1611
Bhutan,Thailand,Bhutan,6 wickets,Bangi,Jul 6 2022,T20I # 1612
Malaysia,Maldives,Malaysia,8 wickets,Bangi,Jul 6 2022,T20I # 1613
Bhutan,Maldives,Bhutan,2 runs,Bangi,Jul 7 2022,T20I # 1614
Malaysia,Thailand,Malaysia,9 wickets,Bangi,Jul 7 2022,T20I # 1615
England,India,India,50 runs,Southampton,Jul 7 2022,T20I # 1616
West Indies,Bangladesh,West Indies,5 wickets,Providence,Jul 7 2022,T20I # 1617
Maldives,Thailand,Maldives,41 runs,Bangi,Jul 8 2022,T20I # 1618
Austria,Luxembourg,Austria,5 wickets,Vinor,Jul 8 2022,T20I # 1619
Czech Rep.,Luxembourg,Czech Rep.,5 wickets,Vinor,Jul 8 2022,T20I # 1620
Serbia,Bulgaria,Serbia,7 wickets,Belgrade,Jul 8 2022,T20I # 1621
Malaysia,Maldives,Malaysia,94 runs,Bangi,Jul 9 2022,T20I # 1622
Bhutan,Thailand,Bhutan,28 runs,Bangi,Jul 9 2022,T20I # 1623
Czech Rep.,Austria,Austria,4 wickets,Vinor,Jul 9 2022,T20I # 1624
Serbia,Bulgaria,Serbia,8 wickets,Belgrade,Jul 9 2022,T20I # 1625
Austria,Luxembourg,Austria,35 runs,Vinor,Jul 9 2022,T20I # 1626
Serbia,Bulgaria,Bulgaria,95 runs,Belgrade,Jul 9 2022,T20I # 1627
England,India,India,49 runs,Birmingham,Jul 9 2022,T20I # 1628
Czech Rep.,Luxembourg,Czech Rep.,36 runs,Vinor,Jul 10 2022,T20I # 1629
Czech Rep.,Austria,Czech Rep.,6 wickets,Vinor,Jul 10 2022,T20I # 1630
England,India,England,17 runs,Nottingham,Jul 10 2022,T20I # 1631
Malaysia,Bhutan,Malaysia,9 wickets,Bangi,Jul 11 2022,T20I # 1632
Jersey,U.S.A.,U.S.A.,8 wickets,Bulawayo,Jul 11 2022,T20I # 1633
Zimbabwe,Singapore,Zimbabwe,111 runs,Bulawayo,Jul 11 2022,T20I # 1634
Hong Kong,Uganda,Uganda,2 wickets,Bulawayo,Jul 11 2022,T20I # 1635
Netherlands,P.N.G.,Netherlands,52 runs,Bulawayo,Jul 11 2022,T20I # 1636
Singapore,U.S.A.,U.S.A.,132 runs,Bulawayo,Jul 12 2022,T20I # 1637
Zimbabwe,Jersey,Zimbabwe,23 runs,Bulawayo,Jul 12 2022,T20I # 1638
Cyprus,Isle of Man,Isle of Man,8 wickets,Kerava,Jul 12 2022,T20I # 1639
Greece,Italy,Italy,9 wickets,Vantaa,Jul 12 2022,T20I # 1640
Hong Kong,Netherlands,Netherlands,7 wickets,Bulawayo,Jul 12 2022,T20I # 1641
P.N.G.,Uganda,P.N.G.,8 wickets,Bulawayo,Jul 12 2022,T20I # 1642
Finland,Sweden,Finland,12 runs,Vantaa,Jul 12 2022,T20I # 1643
Romania,Turkey,Romania,51 runs,Kerava,Jul 12 2022,T20I # 1644
Croatia,Sweden,Sweden,8 wickets,Kerava,Jul 13 2022,T20I # 1645
Cyprus,Romania,Cyprus,20 runs,Vantaa,Jul 13 2022,T20I # 1646
Finland,Italy,Italy,5 wickets,Kerava,Jul 13 2022,T20I # 1647
Isle of Man,Serbia,Isle of Man,68 runs,Vantaa,Jul 13 2022,T20I # 1648
Hong Kong,P.N.G.,Hong Kong,2 wickets,Bulawayo,Jul 14 2022,T20I # 1649
Netherlands,Uganda,Netherlands,97 runs,Bulawayo,Jul 14 2022,T20I # 1650
Jersey,Singapore,Jersey,13 runs,Bulawayo,Jul 14 2022,T20I # 1651
Zimbabwe,U.S.A.,Zimbabwe,46 runs,Bulawayo,Jul 14 2022,T20I # 1652
Hong Kong,Singapore,Hong Kong,7 wickets,Bulawayo,Jul 15 2022,T20I # 1653
Jersey,Uganda,Uganda,5 runs,Bulawayo,Jul 15 2022,T20I # 1654
Italy,Sweden,Italy,91 runs,Vantaa,Jul 15 2022,T20I # 1655
Serbia,Turkey,Serbia,7 wickets,Kerava,Jul 15 2022,T20I # 1656
Netherlands,U.S.A.,Netherlands,7 wickets,Bulawayo,Jul 15 2022,T20I # 1657
Zimbabwe,P.N.G.,Zimbabwe,27 runs,Bulawayo,Jul 15 2022,T20I # 1658
Croatia,Greece,Croatia,3 runs,Vantaa,Jul 15 2022,T20I # 1659
Isle of Man,Romania,Isle of Man,8 wickets,Kerava,Jul 15 2022,T20I # 1660
Finland,Greece,Finland,37 runs,Kerava,Jul 16 2022,T20I # 1661
Romania,Serbia,Romania,31 runs,Vantaa,Jul 16 2022,T20I # 1662
Croatia,Italy,Italy,166 runs,Kerava,Jul 16 2022,T20I # 1663
Cyprus,Turkey,Cyprus,135 runs,Vantaa,Jul 16 2022,T20I # 1664
Hong Kong,Uganda,Uganda,4 runs,Bulawayo,Jul 17 2022,T20I # 1665
Jersey,Singapore,Jersey,6 wickets,Bulawayo,Jul 17 2022,T20I # 1666
P.N.G.,U.S.A.,P.N.G.,5 runs,Bulawayo,Jul 17 2022,T20I # 1667
Zimbabwe,Netherlands,Zimbabwe,37 runs,Bulawayo,Jul 17 2022,T20I # 1668
Cyprus,Serbia,Serbia,4 wickets,Kerava,Jul 18 2022,T20I # 1669
Greece,Sweden,Sweden,107 runs,Vantaa,Jul 18 2022,T20I # 1670
Finland,Croatia,Finland,5 wickets,Vantaa,Jul 18 2022,T20I # 1671
Isle of Man,Turkey,Isle of Man,74 runs,Kerava,Jul 18 2022,T20I # 1672
Ireland,New Zealand,New Zealand,31 runs,Belfast,Jul 18 2022,T20I # 1673
Croatia,Serbia,Croatia,3 wickets,Vantaa,Jul 19 2022,T20I # 1674
Finland,Cyprus,Finland,11 runs,Kerava,Jul 19 2022,T20I # 1675
Isle of Man,Italy,Italy,7 wickets,Kerava,Jul 19 2022,T20I # 1676
Romania,Sweden,Sweden,8 wickets,Vantaa,Jul 19 2022,T20I # 1677
Ireland,New Zealand,New Zealand,88 runs,Belfast,Jul 20 2022,T20I # 1678
Ireland,New Zealand,New Zealand,6 wickets,Belfast,Jul 22 2022,T20I # 1679
Austria,Luxembourg,Austria,36 runs,Vantaa,Jul 24 2022,T20I # 1680
Estonia,Norway,Norway,10 wickets,Kerava,Jul 24 2022,T20I # 1681
Bulgaria,Guernsey,Guernsey,52 runs,Vantaa,Jul 24 2022,T20I # 1682
Czech Rep.,France,France,51 runs,Kerava,Jul 24 2022,T20I # 1683
Austria,Slovenia,Austria,141 runs,Kerava,Jul 25 2022,T20I # 1684
Czech Rep.,Norway,Norway,120 runs,Vantaa,Jul 25 2022,T20I # 1685
France,Switzerland,Switzerland,1 wickets,Vantaa,Jul 25 2022,T20I # 1686
Guernsey,Luxembourg,Guernsey,17 runs,Kerava,Jul 25 2022,T20I # 1687
Austria,Guernsey,Austria,2 wickets,Vantaa,Jul 27 2022,T20I # 1688
Estonia,Switzerland,Switzerland,31 runs,Kerava,Jul 27 2022,T20I # 1689
Bulgaria,Slovenia,Bulgaria,3 wickets,Vantaa,Jul 27 2022,T20I # 1690
France,Norway,France,11 runs,Kerava,Jul 27 2022,T20I # 1691
Scotland,New Zealand,New Zealand,68 runs,Edinburgh,Jul 27 2022,T20I # 1692
England,South Africa,England,41 runs,Bristol,Jul 27 2022,T20I # 1693
Bulgaria,Luxembourg,Luxembourg,21 runs,Kerava,Jul 28 2022,T20I # 1694
Norway,Switzerland,Norway,12 runs,Vantaa,Jul 28 2022,T20I # 1695
Czech Rep.,Estonia,Czech Rep.,42 runs,Vantaa,Jul 28 2022,T20I # 1696
Guernsey,Slovenia,Guernsey,9 wickets,Kerava,Jul 28 2022,T20I # 1697
England,South Africa,South Africa,58 runs,Cardiff,Jul 28 2022,T20I # 1698
Eswatini,Mozambique,Mozambique,8 wickets,Malkerns,Jul 29 2022,T20I # 1699
Eswatini,Mozambique,Mozambique,7 wickets,Malkerns,Jul 29 2022,T20I # 1700
Scotland,New Zealand,New Zealand,102 runs,Edinburgh,Jul 29 2022,T20I # 1701
West Indies,India,India,68 runs,Tarouba,Jul 29 2022,T20I # 1702
Eswatini,Mozambique,Mozambique,8 wickets,Malkerns,Jul 30 2022,T20I # 1703
Austria,Bulgaria,Austria,158 runs,Vantaa,Jul 30 2022,T20I # 1704
Czech Rep.,Switzerland,Czech Rep.,7 wickets,Kerava,Jul 30 2022,T20I # 1705
Zimbabwe,Bangladesh,Zimbabwe,17 runs,Harare,Jul 30 2022,T20I # 1706
Eswatini,Mozambique,Mozambique,95 runs,Malkerns,Jul 30 2022,T20I # 1707
Luxembourg,Slovenia,Luxembourg,5 runs,Vantaa,Jul 30 2022,T20I # 1708
Estonia,France,France,25 runs,Kerava,Jul 30 2022,T20I # 1709
Eswatini,Mozambique,Mozambique,94 runs,Malkerns,Jul 31 2022,T20I # 1710
Bulgaria,Czech Rep.,Czech Rep.,4 wickets,Vantaa,Jul 31 2022,T20I # 1711
France,Guernsey,Guernsey,56 runs,Kerava,Jul 31 2022,T20I # 1712
Zimbabwe,Bangladesh,Bangladesh,7 wickets,Harare,Jul 31 2022,T20I # 1713
Eswatini,Mozambique,Mozambique,43 runs,Malkerns,Jul 31 2022,T20I # 1714
Austria,Norway,Austria,9 wickets,Kerava,Jul 31 2022,T20I # 1715
Luxembourg,Switzerland,Luxembourg,7 runs,Vantaa,Jul 31 2022,T20I # 1716
England,South Africa,South Africa,90 runs,Southampton,Jul 31 2022,T20I # 1717
West Indies,India,West Indies,5 wickets,Basseterre,Aug 1 2022,T20I # 1718
Zimbabwe,Bangladesh,Zimbabwe,10 runs,Harare,Aug 2 2022,T20I # 1719
West Indies,India,India,7 wickets,Basseterre,Aug 2 2022,T20I # 1720
Ireland,South Africa,South Africa,21 runs,Bristol,Aug 3 2022,T20I # 1721
Netherlands,New Zealand,New Zealand,16 runs,The Hague,Aug 4 2022,T20I # 1722
Netherlands,New Zealand,New Zealand,8 wickets,The Hague,Aug 5 2022,T20I # 1723
Ireland,South Africa,South Africa,44 runs,Bristol,Aug 5 2022,T20I # 1724
India,West Indies,India,59 runs,Lauderhill,Aug 6 2022,T20I # 1725
India,West Indies,India,88 runs,Lauderhill,Aug 7 2022,T20I # 1726
Ireland,Afghanistan,Ireland,7 wickets,Belfast,Aug 9 2022,T20I # 1727
West Indies,New Zealand,New Zealand,13 runs,Kingston,Aug 10 2022,T20I # 1728
Ireland,Afghanistan,Ireland,5 wickets,Belfast,Aug 11 2022,T20I # 1729
Bahrain,Kuwait,tied,-,Al Amerat,Aug 11 2022,T20I # 1730
Ireland,Afghanistan,Afghanistan,22 runs,Belfast,Aug 12 2022,T20I # 1731
West Indies,New Zealand,New Zealand,90 runs,Kingston,Aug 12 2022,T20I # 1732
Bahrain,Kuwait,Kuwait,20 runs,Al Amerat,Aug 13 2022,T20I # 1733
Bahrain,Kuwait,Kuwait,5 wickets,Al Amerat,Aug 14 2022,T20I # 1734
West Indies,New Zealand,West Indies,8 wickets,Kingston,Aug 14 2022,T20I # 1735
Ireland,Afghanistan,Afghanistan,27 runs,Belfast,Aug 15 2022,T20I # 1736
Bahrain,Kuwait,Kuwait,4 wickets,Al Amerat,Aug 16 2022,T20I # 1737
Ireland,Afghanistan,Ireland,7 wickets,Belfast,Aug 17 2022,T20I # 1738
Bahrain,Kuwait,Kuwait,102 runs,Al Amerat,Aug 17 2022,T20I # 1739
Hong Kong,Singapore,Hong Kong,8 runs,Al Amerat,Aug 20 2022,T20I # 1740
Kuwait,U.A.E.,Kuwait,1 wickets,Al Amerat,Aug 21 2022,T20I # 1741
Singapore,U.A.E.,U.A.E.,47 runs,Al Amerat,Aug 22 2022,T20I # 1742
Hong Kong,Kuwait,Hong Kong,8 wickets,Al Amerat,Aug 23 2022,T20I # 1743
Kuwait,Singapore,Kuwait,6 wickets,Al Amerat,Aug 24 2022,T20I # 1744
Hong Kong,U.A.E.,Hong Kong,8 wickets,Al Amerat,Aug 24 2022,T20I # 1745
Kenya,Nepal,Nepal,5 wickets,Nairobi (Gym),Aug 25 2022,T20I # 1746
Kenya,Nepal,Kenya,18 runs,Nairobi (Gym),Aug 26 2022,T20I # 1747
Afghanistan,Sri Lanka,Afghanistan,8 wickets,Dubai (DSC),Aug 27 2022,T20I # 1748
Kenya,Nepal,Nepal,4 wickets,Nairobi (Gym),Aug 28 2022,T20I # 1749
India,Pakistan,India,5 wickets,Dubai (DSC),Aug 28 2022,T20I # 1750
Kenya,Nepal,Kenya,7 runs,Nairobi (Gym),Aug 29 2022,T20I # 1751
Kenya,Nepal,Nepal,31 runs,Nairobi (Gym),Aug 30 2022,T20I # 1752
Afghanistan,Bangladesh,Afghanistan,7 wickets,Sharjah,Aug 30 2022,T20I # 1753
Hong Kong,India,India,40 runs,Dubai (DSC),Aug 31 2022,T20I # 1754
Bangladesh,Sri Lanka,Sri Lanka,2 wickets,Dubai (DSC),Sep 1 2022,T20I # 1755
Hong Kong,Pakistan,Pakistan,155 runs,Sharjah,Sep 2 2022,T20I # 1756
Afghanistan,Sri Lanka,Sri Lanka,4 wickets,Sharjah,Sep 3 2022,T20I # 1757
India,Pakistan,Pakistan,5 wickets,Dubai (DSC),Sep 4 2022,T20I # 1758
India,Sri Lanka,Sri Lanka,6 wickets,Dubai (DSC),Sep 6 2022,T20I # 1759
Afghanistan,Pakistan,Pakistan,1 wickets,Sharjah,Sep 7 2022,T20I # 1760
Afghanistan,India,India,101 runs,Dubai (DSC),Sep 8 2022,T20I # 1761
Vanuatu,Fiji,Vanuatu,56 runs,Port vila,Sep 9 2022,T20I # 1762
Cook Islands,Samoa,Samoa,7 wickets,Port vila,Sep 9 2022,T20I # 1763
Pakistan,Sri Lanka,Sri Lanka,5 wickets,Dubai (DSC),Sep 9 2022,T20I # 1764
Cook Islands,Fiji,Fiji,3 wickets,Port vila,Sep 10 2022,T20I # 1765
Vanuatu,Samoa,Vanuatu,9 wickets,Port vila,Sep 10 2022,T20I # 1766
Vanuatu,Cook Islands,Cook Islands,5 wickets,Port vila,Sep 11 2022,T20I # 1767
